subset,task_id,algorithm,original_width,original_depth,original_gates,algiers_depth,algiers_width,algiers_gates,almaden_depth,almaden_width,almaden_gates,armonk_depth,armonk_width,armonk_gates,athens_depth,athens_width,athens_gates,auckland_depth,auckland_width,auckland_gates,belem_depth,belem_width,belem_gates,boeblingen_depth,boeblingen_width,boeblingen_gates,bogota_depth,bogota_width,bogota_gates,brisbane_depth,brisbane_width,brisbane_gates,brooklyn_depth,brooklyn_width,brooklyn_gates,burlington_depth,burlington_width,burlington_gates,cairo_depth,cairo_width,cairo_gates,cambridge_depth,cambridge_width,cambridge_gates,casablanca_depth,casablanca_width,casablanca_gates,cusco_depth,cusco_width,cusco_gates,essex_depth,essex_width,essex_gates,fractional_depth,fractional_width,fractional_gates,geneva_depth,geneva_width,geneva_gates,guadalupe_depth,guadalupe_width,guadalupe_gates,hanoi_depth,hanoi_width,hanoi_gates,jakarta_depth,jakarta_width,jakarta_gates,johannesburg_depth,johannesburg_width,johannesburg_gates,kawasaki_depth,kawasaki_width,kawasaki_gates,kolkata_depth,kolkata_width,kolkata_gates,kyiv_depth,kyiv_width,kyiv_gates,kyoto_depth,kyoto_width,kyoto_gates,lagos_depth,lagos_width,lagos_gates,lima_depth,lima_width,lima_gates,london_depth,london_width,london_gates,manhattan_depth,manhattan_width,manhattan_gates,manila_depth,manila_width,manila_gates,melbourne_depth,melbourne_width,melbourne_gates,montreal_depth,montreal_width,montreal_gates,mumbai_depth,mumbai_width,mumbai_gates,nairobi_depth,nairobi_width,nairobi_gates,osaka_depth,osaka_width,osaka_gates,oslo_depth,oslo_width,oslo_gates,ourense_depth,ourense_width,ourense_gates,paris_depth,paris_width,paris_gates,peekskill_depth,peekskill_width,peekskill_gates,perth_depth,perth_width,perth_gates,prague_depth,prague_width,prague_gates,poughkeepsie_depth,poughkeepsie_width,poughkeepsie_gates,quebec_depth,quebec_width,quebec_gates,quito_depth,quito_width,quito_gates,rochester_depth,rochester_width,rochester_gates,rome_depth,rome_width,rome_gates,santiago_depth,santiago_width,santiago_gates,sherbrooke_depth,sherbrooke_width,sherbrooke_gates,singapore_depth,singapore_width,singapore_gates,sydney_depth,sydney_width,sydney_gates,torino_depth,torino_width,torino_gates,toronto_depth,toronto_width,toronto_gates,valencia_depth,valencia_width,valencia_gates,vigo_depth,vigo_width,vigo_gates,washington_depth,washington_width,washington_gates,yorktown_depth,yorktown_width,yorktown_gates
6,179,ghz,45,46,"{'measure': 45, 'cx': 44, 'h': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},203,127,"{'rz': 45, 'sx': 45, 'ecr': 44, 'x': 14, 'measure': 45}",48,65,"{'rz': 1, 'sx': 1, 'cx': 44, 'measure': 45}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},191,127,"{'rz': 45, 'sx': 45, 'ecr': 44, 'x': 17, 'measure': 45}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},213,127,"{'rz': 45, 'sx': 45, 'ecr': 44, 'x': 10, 'measure': 45}",-1,-1,{},196,127,"{'rz': 45, 'sx': 45, 'ecr': 44, 'x': 15, 'measure': 45}",196,127,"{'rz': 45, 'sx': 45, 'ecr': 44, 'x': 18, 'measure': 45}",-1,-1,{},-1,-1,{},-1,-1,{},48,65,"{'rz': 1, 'sx': 1, 'cx': 44, 'measure': 45}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},220,127,"{'rz': 45, 'sx': 45, 'ecr': 44, 'x': 9, 'measure': 45}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},199,127,"{'rz': 45, 'sx': 45, 'ecr': 44, 'x': 15, 'measure': 45}",-1,-1,{},46,53,"{'u2': 1, 'cx': 44, 'measure': 45}",-1,-1,{},-1,-1,{},213,127,"{'rz': 45, 'sx': 45, 'ecr': 44, 'x': 13, 'measure': 45}",-1,-1,{},-1,-1,{},136,133,"{'rz': 45, 'sx': 45, 'cz': 44, 'measure': 45}",-1,-1,{},-1,-1,{},-1,-1,{},48,127,"{'rz': 1, 'sx': 1, 'cx': 44, 'measure': 45}",-1,-1,{}
6,583,qftentangled,70,143,"{'cp': 2415, 'h': 71, 'measure': 70, 'cx': 69, 'swap': 35, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},7095,127,"{'rz': 76, 'sx': 76, 'ecr': 83, 'x': 59, 'measure': 70}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},7063,127,"{'rz': 80, 'sx': 80, 'ecr': 89, 'x': 61, 'measure': 70}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},5650,127,"{'rz': 82, 'sx': 82, 'ecr': 91, 'x': 68, 'measure': 70}",-1,-1,{},7760,127,"{'rz': 83, 'sx': 83, 'ecr': 93, 'x': 57, 'measure': 70}",7137,127,"{'rz': 73, 'sx': 73, 'ecr': 79, 'x': 52, 'measure': 70}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},6671,127,"{'rz': 79, 'sx': 79, 'ecr': 86, 'x': 56, 'measure': 70}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},7118,127,"{'rz': 78, 'sx': 78, 'ecr': 83, 'x': 55, 'measure': 70}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},7210,127,"{'rz': 78, 'sx': 78, 'ecr': 85, 'x': 53, 'measure': 70}",-1,-1,{},-1,-1,{},5055,133,"{'rz': 69, 'sx': 78, 'cz': 158, 'x': 3, 'measure': 70}",-1,-1,{},-1,-1,{},-1,-1,{},2876,127,"{'rz': 61, 'sx': 55, 'cx': 157, 'x': 43, 'measure': 70}",-1,-1,{}
6,480,qnn,80,795,"{'cx': 12719, 'p': 6320, 'u2': 160, 'ry': 160, 'measure': 80, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},15813,127,"{'rz': 81, 'sx': 81, 'ecr': 85, 'x': 81, 'measure': 80}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},11116,127,"{'rz': 81, 'sx': 81, 'ecr': 86, 'x': 80, 'measure': 80}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},10466,127,"{'rz': 82, 'sx': 82, 'ecr': 88, 'x': 82, 'measure': 80}",-1,-1,{},12919,127,"{'rz': 84, 'sx': 84, 'ecr': 89, 'x': 83, 'measure': 80}",15628,127,"{'rz': 83, 'sx': 83, 'ecr': 88, 'x': 83, 'measure': 80}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},11471,127,"{'rz': 82, 'sx': 82, 'ecr': 85, 'x': 81, 'measure': 80}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},11930,127,"{'rz': 81, 'sx': 81, 'ecr': 87, 'x': 81, 'measure': 80}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},15840,127,"{'rz': 83, 'sx': 83, 'ecr': 89, 'x': 83, 'measure': 80}",-1,-1,{},-1,-1,{},8666,133,"{'rz': 80, 'sx': 80, 'cz': 166, 'x': 26, 'measure': 80}",-1,-1,{},-1,-1,{},-1,-1,{},6061,127,"{'rz': 80, 'sx': 80, 'cx': 168, 'x': 78, 'measure': 80}",-1,-1,{}
6,212,qft,23,47,"{'cp': 253, 'h': 23, 'measure': 23, 'swap': 11, 'barrier': 1}",644,27,"{'sx': 21, 'rz': 22, 'cx': 35, 'x': 13, 'measure': 23}",-1,-1,{},-1,-1,{},-1,-1,{},572,27,"{'rz': 23, 'sx': 21, 'cx': 41, 'x': 12, 'measure': 23}",-1,-1,{},-1,-1,{},-1,-1,{},1561,127,"{'x': 19, 'rz': 23, 'sx': 23, 'ecr': 22, 'measure': 23}",664,65,"{'sx': 18, 'rz': 21, 'cx': 46, 'x': 15, 'measure': 23}",-1,-1,{},-1,-1,{},665,28,"{'u3': 19, 'u2': 23, 'cx': 46, 'u1': 20, 'measure': 23}",-1,-1,{},1624,127,"{'x': 17, 'rz': 23, 'sx': 23, 'ecr': 22, 'measure': 23}",-1,-1,{},-1,-1,{},478,27,"{'sx': 23, 'rz': 23, 'cx': 44, 'x': 18, 'measure': 23}",-1,-1,{},699,27,"{'rz': 23, 'sx': 21, 'cx': 36, 'x': 14, 'measure': 23}",-1,-1,{},-1,-1,{},1711,127,"{'rz': 23, 'sx': 23, 'ecr': 22, 'x': 21, 'measure': 23}",671,27,"{'rz': 23, 'sx': 21, 'cx': 42, 'x': 17, 'measure': 23}",1534,127,"{'rz': 27, 'sx': 27, 'ecr': 27, 'x': 19, 'measure': 23}",1861,127,"{'rz': 23, 'sx': 23, 'x': 17, 'ecr': 22, 'measure': 23}",-1,-1,{},-1,-1,{},-1,-1,{},585,65,"{'rz': 24, 'sx': 24, 'cx': 54, 'x': 20, 'measure': 23}",-1,-1,{},-1,-1,{},569,27,"{'rz': 23, 'sx': 21, 'cx': 40, 'x': 17, 'measure': 23}",694,27,"{'rz': 21, 'sx': 21, 'cx': 46, 'x': 18, 'measure': 23}",-1,-1,{},1461,127,"{'rz': 23, 'sx': 23, 'x': 18, 'ecr': 23, 'measure': 23}",-1,-1,{},-1,-1,{},653,27,"{'sx': 20, 'rz': 22, 'cx': 44, 'x': 14, 'measure': 23}",1841,27,"{'rz': 23, 'sx': 23, 'x': 17, 'ecr': 23, 'measure': 23}",-1,-1,{},1082,33,"{'rz': 23, 'sx': 23, 'cz': 37, 'x': 1, 'measure': 23}",-1,-1,{},1818,127,"{'x': 19, 'rz': 23, 'sx': 23, 'ecr': 22, 'measure': 23}",-1,-1,{},575,53,"{'u2': 21, 'cx': 47, 'u1': 22, 'u3': 19, 'measure': 23}",-1,-1,{},-1,-1,{},1756,127,"{'rz': 23, 'sx': 23, 'ecr': 22, 'x': 19, 'measure': 23}",-1,-1,{},712,27,"{'rz': 22, 'sx': 20, 'cx': 45, 'x': 15, 'measure': 23}",935,133,"{'rz': 23, 'sx': 23, 'cz': 42, 'x': 2, 'measure': 23}",567,27,"{'rz': 24, 'sx': 21, 'cx': 48, 'x': 16, 'measure': 23}",-1,-1,{},-1,-1,{},389,127,"{'rz': 23, 'sx': 23, 'cx': 39, 'x': 18, 'measure': 23}",-1,-1,{}
6,159,random,70,922,"{'cx': 3031, 'u2': 1415, 'cu1': 1176, 'u1': 835, 'h': 759, 'u3': 573, 'ry': 487, 's': 280, 'ccx': 234, 'rxx': 219, 'cu3': 206, 't': 175, 'sdg': 170, 'tdg': 154, 'rz': 150, 'cp': 133, 'crx': 128, 'crz': 125, 'sx': 124, 'ch': 122, 'rzz': 117, 'swap': 108, 'cry': 107, 'cz': 106, 'cy': 98, 'x': 97, 'p': 91, 'cswap': 89, 'measure': 70, 'y': 52, 'sxdg': 35, 'u': 32, 'rx': 30, 'z': 30, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},53092,127,"{'rz': 80, 'sx': 80, 'ecr': 90, 'x': 79, 'measure': 70}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},52597,127,"{'rz': 72, 'sx': 72, 'x': 72, 'ecr': 80, 'measure': 70}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},53397,127,"{'rz': 75, 'sx': 75, 'x': 70, 'ecr': 83, 'measure': 70}",-1,-1,{},52384,127,"{'rz': 71, 'sx': 71, 'x': 71, 'ecr': 79, 'measure': 70}",51663,127,"{'rz': 71, 'sx': 71, 'x': 71, 'ecr': 79, 'measure': 70}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},53991,127,"{'rz': 75, 'sx': 75, 'ecr': 84, 'x': 75, 'measure': 70}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},51858,127,"{'rz': 80, 'sx': 80, 'ecr': 90, 'x': 79, 'measure': 70}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},51754,127,"{'x': 73, 'rz': 73, 'sx': 73, 'ecr': 82, 'measure': 70}",-1,-1,{},-1,-1,{},32108,133,"{'sx': 80, 'rz': 75, 'cz': 180, 'x': 71, 'measure': 70}",-1,-1,{},-1,-1,{},-1,-1,{},17235,127,"{'rz': 75, 'sx': 76, 'cx': 176, 'x': 71, 'measure': 70}",-1,-1,{}
6,457,qftentangled,124,251,"{'cp': 7626, 'h': 125, 'measure': 124, 'cx': 123, 'swap': 62, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},11232,127,"{'rz': 126, 'sx': 126, 'ecr': 143, 'x': 94, 'measure': 124}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},14770,127,"{'rz': 126, 'sx': 126, 'ecr': 143, 'x': 99, 'measure': 124}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},14251,127,"{'rz': 125, 'sx': 125, 'ecr': 140, 'x': 97, 'measure': 124}",-1,-1,{},14494,127,"{'rz': 126, 'sx': 126, 'ecr': 141, 'x': 92, 'measure': 124}",12880,127,"{'rz': 125, 'sx': 125, 'ecr': 142, 'x': 92, 'measure': 124}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},11654,127,"{'rz': 126, 'sx': 126, 'ecr': 143, 'x': 93, 'measure': 124}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},14244,127,"{'rz': 125, 'sx': 125, 'ecr': 141, 'x': 94, 'measure': 124}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},11873,127,"{'rz': 126, 'sx': 126, 'ecr': 143, 'x': 91, 'measure': 124}",-1,-1,{},-1,-1,{},10957,133,"{'sx': 127, 'rz': 106, 'cz': 267, 'x': 20, 'measure': 124}",-1,-1,{},-1,-1,{},-1,-1,{},3804,127,"{'cx': 272, 'rz': 86, 'x': 51, 'sx': 76, 'measure': 124}",-1,-1,{}
6,303,ghz,101,102,"{'measure': 101, 'cx': 100, 'h': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},476,127,"{'rz': 101, 'sx': 101, 'ecr': 100, 'x': 31, 'measure': 101}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},446,127,"{'rz': 101, 'sx': 101, 'ecr': 100, 'x': 39, 'measure': 101}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},467,127,"{'rz': 101, 'sx': 101, 'ecr': 100, 'x': 29, 'measure': 101}",-1,-1,{},459,127,"{'rz': 101, 'sx': 101, 'ecr': 100, 'x': 34, 'measure': 101}",455,127,"{'rz': 101, 'sx': 101, 'ecr': 100, 'x': 41, 'measure': 101}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},449,127,"{'rz': 101, 'sx': 101, 'ecr': 100, 'x': 38, 'measure': 101}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},466,127,"{'rz': 101, 'sx': 101, 'ecr': 100, 'x': 30, 'measure': 101}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},473,127,"{'rz': 101, 'sx': 101, 'ecr': 100, 'x': 32, 'measure': 101}",-1,-1,{},-1,-1,{},304,133,"{'rz': 101, 'sx': 101, 'cz': 100, 'measure': 101}",-1,-1,{},-1,-1,{},-1,-1,{},104,127,"{'rz': 1, 'sx': 1, 'cx': 100, 'measure': 101}",-1,-1,{}
6,161,dj,102,104,"{'h': 110, 'cx': 101, 'measure': 101, 'u2': 93, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},1453,127,"{'rz': 102, 'sx': 102, 'ecr': 102, 'x': 35, 'measure': 101}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},1649,127,"{'rz': 104, 'sx': 104, 'ecr': 108, 'x': 34, 'measure': 101}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},1473,127,"{'rz': 102, 'sx': 102, 'ecr': 105, 'x': 30, 'measure': 101}",-1,-1,{},1348,127,"{'rz': 102, 'sx': 102, 'ecr': 102, 'x': 37, 'measure': 101}",1508,127,"{'rz': 105, 'sx': 105, 'ecr': 109, 'x': 40, 'measure': 101}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},1438,127,"{'rz': 102, 'sx': 102, 'ecr': 104, 'x': 36, 'measure': 101}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},1555,127,"{'rz': 102, 'sx': 102, 'ecr': 104, 'x': 35, 'measure': 101}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},1472,127,"{'rz': 103, 'sx': 103, 'ecr': 104, 'x': 36, 'measure': 101}",-1,-1,{},-1,-1,{},808,133,"{'x': 4, 'rz': 103, 'sx': 103, 'cz': 125, 'measure': 101}",-1,-1,{},-1,-1,{},-1,-1,{},691,127,"{'rz': 102, 'sx': 102, 'cx': 186, 'x': 13, 'measure': 101}",-1,-1,{}
6,105,qftentangled,85,173,"{'cp': 3570, 'h': 86, 'measure': 85, 'cx': 84, 'swap': 42, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},10197,127,"{'rz': 91, 'sx': 91, 'ecr': 100, 'x': 67, 'measure': 85}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},10209,127,"{'rz': 93, 'sx': 93, 'ecr': 103, 'x': 66, 'measure': 85}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},7590,127,"{'rz': 85, 'sx': 85, 'ecr': 92, 'x': 65, 'measure': 85}",-1,-1,{},8394,127,"{'rz': 91, 'sx': 91, 'ecr': 100, 'x': 61, 'measure': 85}",8664,127,"{'rz': 90, 'sx': 90, 'ecr': 99, 'x': 70, 'measure': 85}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},9568,127,"{'rz': 102, 'sx': 102, 'ecr': 115, 'x': 77, 'measure': 85}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},7848,127,"{'rz': 99, 'sx': 99, 'ecr': 110, 'x': 72, 'measure': 85}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},7917,127,"{'rz': 93, 'sx': 93, 'ecr': 103, 'x': 70, 'measure': 85}",-1,-1,{},-1,-1,{},7212,133,"{'sx': 92, 'rz': 79, 'cz': 190, 'x': 9, 'measure': 85}",-1,-1,{},-1,-1,{},-1,-1,{},2728,127,"{'x': 45, 'rz': 67, 'cx': 198, 'sx': 62, 'measure': 85}",-1,-1,{}
6,723,qnn,128,1275,"{'cx': 32639, 'p': 16256, 'u2': 256, 'ry': 256, 'measure': 128, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},27508,133,"{'rz': 128, 'sx': 128, 'cz': 290, 'x': 47, 'measure': 128}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{}
6,9,ae,31,180,"{'cp': 435, 'cx': 60, 'u': 31, 'measure': 31, 'u2': 30, 'u3': 30, 'h': 30, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},2116,127,"{'rz': 33, 'sx': 33, 'ecr': 32, 'x': 26, 'measure': 31}",1130,65,"{'rz': 31, 'sx': 31, 'cx': 60, 'x': 17, 'measure': 31}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},2831,127,"{'rz': 31, 'sx': 31, 'ecr': 31, 'x': 28, 'measure': 31}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},2904,127,"{'rz': 31, 'sx': 31, 'ecr': 31, 'x': 26, 'measure': 31}",-1,-1,{},2580,127,"{'rz': 32, 'sx': 32, 'ecr': 32, 'x': 27, 'measure': 31}",2698,127,"{'rz': 31, 'sx': 31, 'ecr': 31, 'x': 24, 'measure': 31}",-1,-1,{},-1,-1,{},-1,-1,{},1197,65,"{'rz': 31, 'sx': 31, 'cx': 60, 'x': 17, 'measure': 31}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},3292,127,"{'rz': 35, 'sx': 35, 'ecr': 36, 'x': 26, 'measure': 31}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},2343,33,"{'rz': 31, 'sx': 31, 'x': 19, 'cz': 54, 'measure': 31}",-1,-1,{},2635,127,"{'rz': 31, 'sx': 31, 'ecr': 32, 'x': 28, 'measure': 31}",-1,-1,{},1062,53,"{'u2': 31, 'cx': 64, 'u1': 29, 'u3': 24, 'measure': 31}",-1,-1,{},-1,-1,{},2414,127,"{'rz': 31, 'sx': 31, 'ecr': 31, 'x': 29, 'measure': 31}",-1,-1,{},-1,-1,{},1832,133,"{'rz': 31, 'sx': 31, 'cz': 58, 'x': 18, 'measure': 31}",-1,-1,{},-1,-1,{},-1,-1,{},1197,127,"{'rz': 32, 'sx': 31, 'cx': 75, 'x': 20, 'measure': 31}",-1,-1,{}
7,767,dj,106,108,"{'h': 116, 'cx': 105, 'measure': 105, 'u2': 95, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},1578,127,"{'rz': 107, 'sx': 107, 'ecr': 108, 'x': 28, 'measure': 105}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},1576,127,"{'rz': 106, 'sx': 106, 'ecr': 107, 'x': 36, 'measure': 105}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},1649,127,"{'rz': 110, 'sx': 110, 'ecr': 115, 'x': 47, 'measure': 105}",-1,-1,{},1499,127,"{'rz': 107, 'sx': 107, 'ecr': 108, 'x': 30, 'measure': 105}",1471,127,"{'rz': 106, 'sx': 106, 'x': 30, 'ecr': 109, 'measure': 105}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},1435,127,"{'rz': 106, 'sx': 106, 'x': 39, 'ecr': 108, 'measure': 105}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},1364,127,"{'rz': 106, 'sx': 106, 'ecr': 108, 'x': 36, 'measure': 105}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},1566,127,"{'rz': 106, 'sx': 106, 'ecr': 109, 'x': 32, 'measure': 105}",-1,-1,{},-1,-1,{},893,133,"{'rz': 107, 'sx': 108, 'cz': 128, 'x': 4, 'measure': 105}",-1,-1,{},-1,-1,{},-1,-1,{},693,127,"{'rz': 106, 'sx': 106, 'cx': 192, 'x': 10, 'measure': 105}",-1,-1,{}
